cty,county_name,statename,state_id,csa,csa_name,w2_or_sc_nz_30_q1_f,w2_or_sc_nz_30_q1_m,w2_or_sc_nz_30_q2_f,w2_or_sc_nz_30_q2_m,w2_or_sc_nz_30_q3_f,w2_or_sc_nz_30_q3_m,w2_or_sc_nz_30_q4_f,w2_or_sc_nz_30_q4_m,w2_or_sc_nz_30_q5_f,w2_or_sc_nz_30_q5_m,w2_pos_30_q1_f,w2_pos_30_q1_m,w2_pos_30_q2_f,w2_pos_30_q2_m,w2_pos_30_q3_f,w2_pos_30_q3_m,w2_pos_30_q4_f,w2_pos_30_q4_m,w2_pos_30_q5_f,w2_pos_30_q5_m,w2_pos_30_var_q1_f,w2_pos_30_var_q1_m,w2_pos_30_var_q2_f,w2_pos_30_var_q2_m,w2_pos_30_var_q3_f,w2_pos_30_var_q3_m,w2_pos_30_var_q4_f,w2_pos_30_var_q4_m,w2_pos_30_var_q5_f,w2_pos_30_var_q5_m,w2_or_sc_nz_30_q1_f_sp,w2_or_sc_nz_30_q1_m_sp,w2_or_sc_nz_30_q2_f_sp,w2_or_sc_nz_30_q2_m_sp,w2_or_sc_nz_30_q3_f_sp,w2_or_sc_nz_30_q3_m_sp,w2_or_sc_nz_30_q4_f_sp,w2_or_sc_nz_30_q4_m_sp,w2_or_sc_nz_30_q5_f_sp,w2_or_sc_nz_30_q5_m_sp,w2_pos_30_q1_f_sp,w2_pos_30_q1_m_sp,w2_pos_30_q2_f_sp,w2_pos_30_q2_m_sp,w2_pos_30_q3_f_sp,w2_pos_30_q3_m_sp,w2_pos_30_q4_f_sp,w2_pos_30_q4_m_sp,w2_pos_30_q5_f_sp,w2_pos_30_q5_m_sp,w2_pos_30_var_q1_f_sp,w2_pos_30_var_q1_m_sp,w2_pos_30_var_q2_f_sp,w2_pos_30_var_q2_m_sp,w2_pos_30_var_q3_f_sp,w2_pos_30_var_q3_m_sp,w2_pos_30_var_q4_f_sp,w2_pos_30_var_q4_m_sp,w2_pos_30_var_q5_f_sp,w2_pos_30_var_q5_m_sp,w2_or_sc_nz_30_q1_f_tp,w2_or_sc_nz_30_q1_m_tp,w2_or_sc_nz_30_q2_f_tp,w2_or_sc_nz_30_q2_m_tp,w2_or_sc_nz_30_q3_f_tp,w2_or_sc_nz_30_q3_m_tp,w2_or_sc_nz_30_q4_f_tp,w2_or_sc_nz_30_q4_m_tp,w2_or_sc_nz_30_q5_f_tp,w2_or_sc_nz_30_q5_m_tp,w2_pos_30_q1_f_tp,w2_pos_30_q1_m_tp,w2_pos_30_q2_f_tp,w2_pos_30_q2_m_tp,w2_pos_30_q3_f_tp,w2_pos_30_q3_m_tp,w2_pos_30_q4_f_tp,w2_pos_30_q4_m_tp,w2_pos_30_q5_f_tp,w2_pos_30_q5_m_tp,w2_pos_30_var_q1_f_tp,w2_pos_30_var_q1_m_tp,w2_pos_30_var_q2_f_tp,w2_pos_30_var_q2_m_tp,w2_pos_30_var_q3_f_tp,w2_pos_30_var_q3_m_tp,w2_pos_30_var_q4_f_tp,w2_pos_30_var_q4_m_tp,w2_pos_30_var_q5_f_tp,w2_pos_30_var_q5_m_tp
8071,Las Animas,Colorado,8,,,0.97826087,0.8125,0.839285714,0.803921569,0.8,0.9,0.875,0.870967742,0.818181818,0.923076923,0.934782609,0.8125,0.803571429,0.784313726,0.8,0.9,0.875,0.838709677,0.818181818,0.846153846,0.001325306,0.003173828,0.00281865,0.003316975,0.004571429,0.003,0.004557292,0.004363734,0.013523666,0.010013655,1,0.772727273,0.866666667,0.75,,,,,,,0.956521739,0.772727273,0.866666667,0.75,,,,,,,0.00180817,0.00798272,0.007703704,0.009375,,,,,,,0.956521739,0.846153846,0.829268293,0.838709677,0.75,0.923076923,0.869565217,0.866666667,0.8,0.916666667,0.913043478,0.846153846,0.780487805,0.806451613,0.75,0.923076923,0.869565217,0.833333333,0.8,0.833333333,0.00345196,0.005006827,0.004178697,0.005035078,0.006696429,0.002730997,0.004931372,0.00462963,0.016000001,0.011574074
8073,Lincoln,Colorado,8,,,0.846153846,1,0.882352941,0.692307692,0.461538462,0.875,0.846153846,,0.818181818,,0.769230769,0.75,0.823529412,0.615384615,0.461538462,0.75,0.615384615,,0.818181818,,0.013654985,0.015625,0.008548749,0.018206645,0.019116977,0.01171875,0.018206645,,0.013523666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.928571429,0.636363636,,0.875,0.846153846,,0.818181818,,,,0.857142857,0.636363636,,0.75,0.615384615,,0.818181818,,,,0.008746356,0.021036815,,0.01171875,0.018206645,,0.013523666,
8075,Logan,Colorado,8,,,0.857142857,0.880952381,0.805970149,0.857142857,0.865671642,0.830985916,0.9,0.888888889,0.782608696,0.973684211,0.821428571,0.785714286,0.731343284,0.821428571,0.791044776,0.830985916,0.875,0.866666667,0.695652174,0.921052632,0.005238703,0.004008746,0.002932542,0.001746234,0.002467059,0.001978145,0.002734375,0.002567901,0.009205228,0.001913544,0.875,0.96,0.846153846,0.842105263,,0.6,,,,,0.875,0.92,0.846153846,0.789473684,,0.6,,,,,0.006835938,0.002944,0.010013655,0.008747631,,0.024,,,,,0.833333333,0.764705882,0.796296296,0.861538462,0.866666667,0.868852459,0.897435897,0.906976744,0.772727273,0.973684211,0.75,0.588235294,0.703703704,0.830769231,0.8,0.868852459,0.871794872,0.88372093,0.681818182,0.921052632,0.015625,0.014247914,0.0038612,0.002162949,0.002666667,0.001867998,0.002865861,0.002389727,0.009861006,0.001913544
8077,Mesa,Colorado,8,,,0.731707317,0.829015544,0.696774194,0.825657895,0.799418605,0.865789474,0.828828829,0.895953757,0.833333333,0.861471862,0.663414634,0.813471503,0.641935484,0.789473684,0.738372093,0.831578947,0.744744745,0.869942197,0.761261261,0.835497836,0.001089247,0.000786195,0.000741466,0.000546727,0.000561566,0.000368567,0.000570871,0.000327002,0.00081866,0.000594984,0.755555556,0.861788618,0.6953125,0.81512605,0.8,0.882352941,0.736842105,0.866666667,0.7,0.769230769,0.696296296,0.837398374,0.640625,0.773109244,0.775,0.764705882,0.631578947,0.8,0.6,0.769230769,0.001566428,0.001107011,0.00179863,0.001474045,0.004359375,0.002646041,0.012246683,0.010666667,0.024,0.013654985,0.685714286,0.771428571,0.697802198,0.832432432,0.799342105,0.862179487,0.834394905,0.897280967,0.839622642,0.866972477,0.6,0.771428571,0.642857143,0.8,0.733552632,0.846153846,0.751592357,0.873111783,0.768867925,0.839449541,0.003428571,0.002518951,0.001261494,0.000864865,0.000642938,0.000417236,0.00059459,0.000334706,0.000838255,0.000618229
8079,Mineral,Colorado,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8081,Moffat,Colorado,8,525,"Steamboat Springs-Craig, CO",0.5625,1,0.681818182,0.833333333,0.763157895,0.878048781,0.785714286,0.915492958,0.696969697,0.909090909,0.4375,0.916666667,0.545454546,0.833333333,0.710526316,0.829268293,0.732142857,0.901408451,0.606060606,0.863636364,0.015380859,0.006365741,0.011269722,0.005787037,0.005412597,0.003453229,0.003501959,0.001251708,0.007234884,0.005353118,0.5,,,0.923076923,,0.818181818,,,,,0.5,,,0.923076923,,0.818181818,,,,,0.025,,,0.005461994,,0.013523666,,,,,,,0.642857143,0.727272727,0.8,0.9,0.796296296,0.926470588,0.709677419,0.909090909,,,0.5,0.727272727,0.733333333,0.833333333,0.740740741,0.911764706,0.612903226,0.863636364,,,0.017857144,0.018031554,0.006518519,0.00462963,0.003556368,0.001183086,0.007653318,0.005353118
8083,Montezuma,Colorado,8,,,0.826086957,0.807017544,0.696969697,0.821917808,0.849315069,0.865853659,0.827586207,0.881355932,0.875,0.869565217,0.782608696,0.754385965,0.590909091,0.780821918,0.808219178,0.817073171,0.775862069,0.830508475,0.875,0.869565217,0.003698529,0.003250663,0.00366266,0.002344371,0.002123301,0.001822739,0.002998278,0.002385833,0.004557292,0.004931372,0.791666667,0.928571429,0.6,0.882352941,,,,,,,0.75,0.892857143,0.6,0.882352941,,,,,,,0.0078125,0.003416545,0.016000001,0.006106249,,,,,,,0.863636364,0.689655172,0.725490196,0.803571429,0.833333333,0.878378378,0.818181818,0.877192983,0.909090909,0.857142857,0.818181818,0.620689655,0.588235294,0.75,0.787878788,0.837837838,0.763636364,0.824561404,0.909090909,0.857142857,0.006761833,0.008118414,0.004749305,0.003348214,0.002532209,0.001836022,0.003281743,0.002537893,0.003756574,0.005830904
8085,Montrose,Colorado,8,,,0.704918033,0.826666667,0.804347826,0.820754717,0.786324786,0.903846154,0.831578947,0.913043478,0.796296296,0.76,0.639344262,0.773333333,0.760869565,0.754716981,0.700854701,0.826923077,0.72631579,0.898550725,0.722222222,0.66,0.003780052,0.002337185,0.001977686,0.001746408,0.001791943,0.001376166,0.002092433,0.001321121,0.003715135,0.004488,0.8,0.772727273,0.869565217,0.884615385,,,,,,,0.714285714,0.704545455,0.782608696,0.769230769,,,,,,,0.005830904,0.004730935,0.007397058,0.006827492,,,,,,,0.576923077,0.903225807,0.782608696,0.8,0.78761062,0.915789474,0.836956522,0.910447761,0.784313726,0.75,0.538461539,0.870967742,0.753623188,0.75,0.699115044,0.842105263,0.739130435,0.895522388,0.705882353,0.645833333,0.009558489,0.003625256,0.002690946,0.00234375,0.001861533,0.001399621,0.002095833,0.001396448,0.004070832,0.004765263
8087,Morgan,Colorado,8,,,0.822580645,0.816326531,0.793478261,0.670212766,0.835820896,0.91,0.761904762,0.895522388,0.9,0.896551724,0.822580645,0.714285714,0.77173913,0.64893617,0.746268657,0.89,0.73015873,0.850746269,0.866666667,0.827586207,0.002353899,0.004164931,0.001914759,0.002423596,0.002826146,0.000979,0.003127412,0.00189518,0.003851852,0.004920251,0.789473684,0.869565217,0.791666667,0.68,,0.733333333,,,,,0.789473684,0.826086957,0.791666667,0.68,,0.733333333,,,,,0.004373815,0.006246404,0.006872106,0.008704,,0.013037037,,,,,0.875,0.769230769,0.794117647,0.666666667,0.85,0.941176471,0.770491803,0.890625,0.896551724,0.888888889,0.875,0.615384615,0.764705882,0.637681159,0.75,0.917647059,0.737704918,0.84375,0.862068966,0.814814815,0.004557292,0.009103322,0.002646041,0.003348462,0.003125,0.00088907,0.003172072,0.002059937,0.004100209,0.005588579
8089,Otero,Colorado,8,,,0.682539683,0.660377359,0.788235294,0.846153846,0.824561404,0.880597015,0.854166667,0.94,1,1,0.634920635,0.660377359,0.752941177,0.8,0.736842105,0.850746269,0.75,0.9,0.913043478,0.954545455,0.003679308,0.004231681,0.00218848,0.002461538,0.003401856,0.00189518,0.00390625,0.0018,0.00345196,0.001972201,0.583333333,0.636363636,0.740740741,0.85,,,,,,,0.555555556,0.636363636,0.740740741,0.85,,,,,,,0.006858711,0.007012271,0.007112737,0.006375,,,,,,,0.814814815,0.7,0.810344828,0.844444444,0.811320755,0.881355932,0.872340426,0.936170213,1,1,0.740740741,0.7,0.75862069,0.777777778,0.716981132,0.847457627,0.765957447,0.893617021,0.909090909,0.954545455,0.007112737,0.0105,0.003157161,0.003840878,0.003828664,0.002191071,0.003814184,0.002022673,0.003756574,0.001972201
8091,Ouray,Colorado,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8093,Park,Colorado,8,216,"Denver-Aurora, CO",,0.615384615,0.846153846,0.818181818,0.941176471,0.88,0.931034483,0.866666667,0.785714286,,,0.538461539,0.769230769,0.818181818,0.941176471,0.88,0.862068966,0.833333333,0.571428571,,,0.019116977,0.013654985,0.013523666,0.003256666,0.004224,0.004100209,0.00462963,0.017492712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.941176471,0.863636364,0.92,0.862068966,0.785714286,,,,,,0.941176471,0.863636364,0.84,0.827586207,0.571428571,,,,,,0.003256666,0.005353118,0.005376,0.004920251,0.017492712,
8095,Phillips,Colorado,8,,,,1,0.636363636,0.8,1,0.866666667,0.909090909,0.818181818,,,,1,0.636363636,0.733333333,0.928571429,0.866666667,0.909090909,0.727272727,,,,0,0.021036815,0.013037037,0.00473761,0.007703704,0.007513148,0.018031554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.636363636,0.833333333,1,0.866666667,0.909090909,0.818181818,,,,,0.636363636,0.75,0.928571429,0.866666667,0.909090909,0.727272727,,,,,0.021036815,0.015625,0.00473761,0.007703704,0.007513148,0.018031554,,
8097,Pitkin,Colorado,8,233,"Edwards-Glenwood Springs, CO",,,,,,0.8,0.75,0.777777778,0.961538462,0.884615385,,,,,,0.7,0.666666667,0.722222222,0.961538462,0.769230769,,,,,,0.021,0.018518519,0.011145405,0.001422394,0.006827492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.818181818,0.733333333,1,0.909090909,,,,,,,0.727272727,0.666666667,1,0.818181818,,,,,,,0.018031554,0.014814815,0,0.006761833
8099,Prowers,Colorado,8,,,0.692307692,0.851851852,0.823529412,0.851851852,0.803278689,0.76,0.823529412,0.894736842,0.818181818,1,0.692307692,0.777777778,0.784313726,0.833333333,0.68852459,0.76,0.647058824,0.842105263,0.818181818,1,0.008192991,0.006401463,0.003316975,0.002572017,0.003515713,0.003648,0.013433747,0.006998105,0.013523666,0,0.733333333,0.941176471,0.7,1,,,,,,,0.733333333,0.882352941,0.6,1,,,,,,,0.013037037,0.006106249,0.024,0,,,,,,,0.636363636,0.7,0.853658537,0.8,0.773584906,0.772727273,0.8125,0.894736842,0.818181818,1,0.636363636,0.6,0.829268293,0.775,0.660377359,0.772727273,0.625,0.842105263,0.818181818,1,0.021036815,0.024,0.003453229,0.004359375,0.004231681,0.00399136,0.014648438,0.006998105,0.013523666,0
8101,Pueblo,Colorado,8,444,"Pueblo-Cañon City, CO",0.727027027,0.782051282,0.764127764,0.808219178,0.799196787,0.798767967,0.869436202,0.882857143,0.862244898,0.917050691,0.691891892,0.737179487,0.72972973,0.780821918,0.757028112,0.786447639,0.824925816,0.868571429,0.826530612,0.884792627,0.000576155,0.00062098,0.00048458,0.000390728,0.000369351,0.000344862,0.000428556,0.000326157,0.000731519,0.000469745,0.737254902,0.804651163,0.767045455,0.778378378,0.825581395,0.781609195,0.875,0.85,0.9,,0.71372549,0.758139535,0.75,0.740540541,0.790697674,0.747126437,0.875,0.85,0.8,,0.00080126,0.000852856,0.001065341,0.001038596,0.001924359,0.002171592,0.004557292,0.006375,0.016000001,,0.704347826,0.731958763,0.761904762,0.830039526,0.79368932,0.8025,0.869009585,0.884848485,0.860215054,0.914285714,0.643478261,0.69072165,0.714285714,0.81027668,0.75,0.795,0.821086262,0.86969697,0.827956989,0.885714286,0.001994904,0.002202322,0.00088347,0.000607622,0.000455097,0.000407438,0.000469341,0.000343407,0.000765829,0.000482021
8103,Rio Blanco,Colorado,8,,,,0.727272727,0.846153846,0.923076923,0.529411765,0.931034483,0.740740741,0.852941177,0.75,0.846153846,,0.727272727,0.692307692,0.923076923,0.529411765,0.896551724,0.740740741,0.823529412,0.75,0.846153846,,0.018031554,0.016385982,0.005461994,0.014654997,0.003198163,0.007112737,0.004274374,0.015625,0.010013655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.92,0.740740741,0.866666667,0.75,0.846153846,,,,,0.5,0.92,0.740740741,0.833333333,0.75,0.846153846,,,,,0.015625,0.002944,0.007112737,0.00462963,0.015625,0.010013655
8105,Rio Grande,Colorado,8,,,0.8,0.822222222,0.880952381,0.911111111,0.827586207,0.878048781,0.807692308,0.866666667,0.928571429,0.818181818,0.657142857,0.777777778,0.785714286,0.866666667,0.75862069,0.829268293,0.769230769,0.8,0.857142857,0.818181818,0.006437318,0.003840878,0.004008746,0.002567901,0.006314322,0.003453229,0.006827492,0.005333333,0.008746356,0.013523666,0.777777778,0.774193548,1,0.8,,,,,,,0.722222222,0.741935484,0.8,0.733333333,,,,,,,0.011145405,0.006176362,0.016000001,0.013037037,,,,,,,0.823529412,0.928571429,0.84375,0.966666667,0.833333333,0.878787879,0.807692308,0.862068966,0.923076923,0.818181818,0.588235294,0.857142857,0.78125,0.933333333,0.75,0.818181818,0.769230769,0.793103448,0.846153846,0.818181818,0.014247914,0.008746356,0.005340576,0.002074074,0.0078125,0.004507889,0.006827492,0.005658289,0.010013655,0.013523666
8107,Routt,Colorado,8,525,"Steamboat Springs-Craig, CO",0.733333333,1,0.8,0.833333333,0.857142857,0.896551724,0.811320755,0.952380952,0.903846154,0.903846154,0.666666667,0.909090909,0.7,0.833333333,0.833333333,0.793103448,0.716981132,0.920634921,0.807692308,0.865384615,0.014814815,0.007513148,0.0105,0.005787037,0.003306878,0.005658289,0.003828664,0.001159782,0.002987028,0.002240271,0.7,,,1,0.923076923,,,,,,0.6,,,1,0.923076923,,,,,,0.024,,,0,0.005461994,,,,,,,,0.727272727,0.692307692,0.827586207,0.916666667,0.8,0.95,0.891304348,0.913043478,,,0.636363636,0.692307692,0.793103448,0.791666667,0.72,0.916666667,0.804347826,0.869565217,,,0.021036815,0.016385982,0.005658289,0.006872106,0.004032,0.001273148,0.003421139,0.002465686
8109,Saguache,Colorado,8,,,0.705882353,0.888888889,0.833333333,0.958333333,0.75,1,,,,,0.705882353,0.833333333,0.777777778,0.916666667,0.75,1,,,,,0.012212497,0.007716049,0.009602195,0.00318287,0.015625,0,,,,,0.727272727,0.833333333,,,,,,,,,0.727272727,0.75,,,,,,,,,0.018031554,0.015625,,,,,,,,,,,0.818181818,0.944444444,0.818181818,1,,,,,,,0.727272727,0.888888889,0.818181818,1,,,,,,,0.018031554,0.005486968,0.013523666,0,,,,
8111,San Juan,Colorado,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113,San Miguel,Colorado,8,,,,,,,0.857142857,1,,0.916666667,0.8,0.636363636,,,,,0.857142857,1,,0.916666667,0.733333333,0.545454546,,,,,0.008746356,0,,0.006365741,0.013037037,0.022539444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.923076923,,,0.909090909,0.785714286,0.6,,,,,0.923076923,,,0.909090909,0.714285714,0.5,,,,,0.005461994,,,0.007513148,0.014577259,0.025
8115,Sedgwick,Colorado,8,,,,,,0.846153846,0.9,,,,,,,,,0.846153846,0.9,,,,,,,,,0.010013655,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.833333333,0.9,,,,,,,,,0.833333333,0.9,,,,,,,,,0.011574074,0.009,,,,,
8117,Summit,Colorado,8,,,,,1,,0.866666667,0.95,0.814814815,0.866666667,0.847826087,0.904761905,,,1,,0.666666667,0.9,0.666666667,0.833333333,0.782608696,0.880952381,,,0,,0.014814815,0.0045,0.008230452,0.00462963,0.003698529,0.002497031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.923076923,0.9375,0.8,0.862068966,0.844444444,0.902439024,,,,,0.692307692,0.9375,0.64,0.827586207,0.777777778,0.878048781,,,,,0.016385982,0.003662109,0.009216,0.004920251,0.003840878,0.002611686
8119,Teller,Colorado,8,,,0.909090909,0.857142857,0.807692308,0.766666667,0.760869565,0.795454546,0.795454546,0.847457627,0.815789474,0.857142857,0.863636364,0.80952381,0.730769231,0.766666667,0.739130435,0.772727273,0.795454546,0.762711864,0.763157895,0.821428571,0.005353118,0.007342619,0.007567137,0.005962963,0.004191666,0.00399136,0.003697878,0.0030675,0.004756524,0.005238703,1,,0.833333333,,,,,,,,1,,0.833333333,,,,,,,,0,,0.011574074,,,,,,,,0.818181818,0.75,0.785714286,0.739130435,0.769230769,0.805555556,0.785714286,0.854545455,0.810810811,0.857142857,0.727272727,0.666666667,0.642857143,0.739130435,0.743589744,0.777777778,0.785714286,0.781818182,0.756756757,0.821428571,0.018031554,0.018518519,0.016399417,0.008383332,0.004888821,0.004801097,0.004008746,0.003101428,0.004975026,0.005238703
8121,Washington,Colorado,8,,,0.75,,0.869565217,0.875,0.888888889,1,,,0.9,,0.666666667,,0.869565217,0.6875,0.888888889,0.888888889,,,0.7,,0.018518519,,0.004931372,0.013427734,0.005486968,0.005486968,,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.842105263,0.846153846,0.888888889,1,,,0.9,,,,0.842105263,0.615384615,0.888888889,0.882352941,,,0.7,,,,0.006998105,0.018206645,0.005486968,0.006106249,,,0.021,
8123,Weld,Colorado,8,216,"Denver-Aurora, CO",0.754464286,0.781376518,0.774418605,0.82320442,0.825471698,0.859956236,0.857142857,0.882899628,0.837837838,0.886792453,0.709821429,0.765182186,0.73255814,0.790055249,0.761792453,0.824945295,0.789915966,0.849442379,0.777777778,0.833333333,0.000919531,0.000727443,0.00045562,0.000458199,0.000427983,0.000315997,0.000348632,0.000237714,0.000519038,0.000436758,0.8,0.782894737,0.736040609,0.782312925,0.830508475,0.810126582,0.875,0.966666667,,,0.757142857,0.77631579,0.710659899,0.74829932,0.745762712,0.746835443,0.71875,0.966666667,,,0.001313411,0.001142432,0.001043769,0.001281275,0.003213571,0.00239332,0.006317139,0.001074074,,,0.678571429,0.778947368,0.806866953,0.851162791,0.824657534,0.87037037,0.855855856,0.877952756,0.839506173,0.887096774,0.630952381,0.747368421,0.751072961,0.818604651,0.764383562,0.841269841,0.795045045,0.842519685,0.780864198,0.832258065,0.002772041,0.001987462,0.000802414,0.000690656,0.000493428,0.000353267,0.000367001,0.000261182,0.000528134,0.000450337
8125,Yuma,Colorado,8,,,0.764705882,0.791666667,0.903225807,0.902439024,0.882352941,0.805555556,0.888888889,0.9375,0.833333333,0.8,0.705882353,0.666666667,0.838709677,0.878048781,0.764705882,0.694444444,0.740740741,0.9375,0.75,0.8,0.012212497,0.009259259,0.004363734,0.002611686,0.003528055,0.005894205,0.007112737,0.003662109,0.015625,0.016000001,,,,0.923076923,,,,,,,,,,0.923076923,,,,,,,,,,0.005461994,,,,,,,0.8,0.8,0.892857143,0.892857143,0.87755102,0.787878788,0.92,0.933333333,0.818181818,,0.7,0.666666667,0.821428571,0.857142857,0.755102041,0.696969697,0.8,0.933333333,0.727272727,,0.021,0.014814815,0.005238703,0.004373178,0.003773938,0.006400089,0.0064,0.004148148,0.018031554,
9001,Fairfield,Connecticut,9,408,"New York-Newark, NY-NJ-CT-PA",0.820093458,0.737298637,0.84784689,0.795192308,0.889261745,0.824733096,0.899799599,0.881535407,0.89414966,0.902224824,0.773364486,0.716232962,0.822009569,0.772115385,0.862416107,0.790035587,0.868403474,0.849106552,0.866666667,0.863875878,0.000204757,0.00025185,0.000140009,0.000169186,9.95424E-05,0.00014758,7.63386E-05,8.47946E-05,3.14437E-05,3.44246E-05,0.823188406,0.729689808,0.847113885,0.775541796,0.896551724,0.785714286,0.911458333,0.859030837,0.879432624,0.846666667,0.779710145,0.70901034,0.826833073,0.76006192,0.876847291,0.747767857,0.875,0.832599119,0.865248227,0.786666667,0.000248931,0.000304748,0.00022337,0.000282303,0.000265976,0.000421007,0.000569661,0.000613999,0.000826906,0.001118815,0.807228916,0.776923077,0.849009901,0.827411168,0.885496183,0.850591716,0.898084291,0.885514019,0.894736842,0.904776485,0.746987952,0.753846154,0.814356436,0.791878173,0.854961832,0.818047337,0.86743295,0.852024922,0.86672326,0.867421923,0.001138536,0.001427401,0.000374208,0.000418292,0.000157763,0.000220186,8.81173E-05,9.81919E-05,3.26865E-05,3.52116E-05
9003,Hartford,Connecticut,9,278,"Hartford-West Hartford, CT",0.791778374,0.707749767,0.864678899,0.783076923,0.878405316,0.812136863,0.900450451,0.879050662,0.925798372,0.920253165,0.757819482,0.690943044,0.846330275,0.763846154,0.846511628,0.783085862,0.881531532,0.853947969,0.899185974,0.893987342,0.000164012,0.000199384,9.94307E-05,0.000138758,8.6332E-05,0.000109659,4.70422E-05,5.69242E-05,2.83815E-05,2.99918E-05,0.781779661,0.697167756,0.869662921,0.774520857,0.880228137,0.780033841,0.898832685,0.857723577,0.915789474,0.889908257,0.75,0.683006536,0.856179775,0.764374295,0.849809886,0.752961083,0.887159533,0.845528455,0.884210526,0.880733945,0.000198623,0.000235848,0.000138355,0.000203051,0.000242648,0.000314739,0.000389523,0.000530935,0.001077708,0.000963685,0.845714286,0.77124183,0.854066986,0.801452785,0.877425945,0.831941545,0.900662252,0.881748072,0.926105195,0.921337267,0.8,0.738562092,0.825358852,0.762711864,0.84473953,0.801670146,0.880794702,0.855012854,0.899645047,0.894460833,0.000914286,0.001262014,0.000344836,0.000438214,0.000133968,0.000165966,5.34872E-05,6.37357E-05,2.91332E-05,3.09409E-05
9005,Litchfield,Connecticut,9,408,"New York-Newark, NY-NJ-CT-PA",0.790909091,0.796992481,0.868525896,0.832635983,0.852417303,0.863309353,0.908945687,0.894890511,0.919377652,0.916913947,0.754545455,0.736842105,0.824701195,0.790794979,0.801526718,0.805755396,0.872204473,0.842335766,0.87553041,0.878338279,0.001683697,0.001457939,0.000575973,0.00069221,0.000404788,0.000375332,0.000178057,0.000193878,0.00015414,0.000158546,0.818181818,0.836956522,0.859259259,0.852459016,0.875,0.87755102,0.816326531,0.836734694,0.894736842,0.913043478,0.779220779,0.804347826,0.82962963,0.844262295,0.825,0.826530612,0.795918367,0.775510204,0.894736842,0.869565217,0.002234231,0.00171057,0.001046995,0.001077733,0.001804688,0.001463038,0.003314945,0.003552941,0.004956991,0.004931372,0.727272727,0.707317073,0.879310345,0.811965812,0.846645367,0.858934169,0.916811092,0.899371069,0.92005814,0.917050691,0.696969697,0.585365854,0.818965517,0.735042735,0.795527157,0.799373041,0.878682842,0.847484277,0.875,0.878648234,0.006400089,0.005919821,0.001278112,0.001664572,0.000519692,0.000502745,0.000184747,0.000203231,0.000158975,0.000163787
9007,Middlesex,Connecticut,9,278,"Hartford-West Hartford, CT",0.853658537,0.780487805,0.867549669,0.7890625,0.901639344,0.826446281,0.877647059,0.873853211,0.917710197,0.923469388,0.829268293,0.768292683,0.841059603,0.765625,0.864754098,0.785123967,0.849411765,0.832568807,0.890876565,0.903061225,0.001726615,0.002170964,0.000885287,0.001401901,0.000479322,0.000697125,0.000300968,0.00031972,0.00017391,0.00014888,0.838709677,0.777777778,0.908045977,0.805555556,0.879310345,0.901408451,0.9,0.822222222,0.833333333,0.944444444,0.822580645,0.777777778,0.885057471,0.777777778,0.862068966,0.845070423,0.825,0.8,0.833333333,0.833333333,0.002353899,0.003200732,0.001169319,0.002400549,0.002050105,0.001844034,0.003609375,0.003555556,0.007716049,0.007716049,0.9,0.785714286,0.8125,0.767857143,0.908602151,0.795321637,0.875324675,0.879795396,0.92051756,0.922807018,0.85,0.75,0.78125,0.75,0.865591398,0.760233918,0.851948052,0.836317136,0.892791128,0.905263158,0.006375,0.006696429,0.002670288,0.003348214,0.0006255,0.001065955,0.000327617,0.000350104,0.000176923,0.000150459
